DOY,hour,SoilT,SoilM,flux,time
161,19,12.3,0.216,0.00078105,161.3958333
161,2,11.725,0.219,0.0008295,161.0416667
161,20,12.3,0.216,0.00073935,161.4166667
161,21,12.3,0.216,0.0007948,161.4375
161,22,12.3,0.216,0.0008466,161.4583333
161,23,12.2,0.216,0.00074205,161.4791667
161,3,11.7,0.219,0.0008446,161.0625
161,4,11.65,0.2185,NA,161.0833333
161,5,11.6,0.218,0.0006123,161.1041667
161,6,11.7,0.218,0.0006562,161.125
161,7,11.7,0.218,0.00066805,161.1458333
161,8,11.75,0.218,0.00044135,161.1666667
161,9,11.875,0.218,0.0009087,161.1875
162,0,12.2,0.216,0.00059005,162
162,1,12.2,0.2155,0.0006013,162.0208333
162,10,12.14187817,0.215380711,NA,162.2083333
162,11,12.15304569,0.215482234,NA,162.2291667
162,12,12.1642132,0.215583756,NA,162.25
162,13,12.17538071,0.215685279,NA,162.2708333
162,14,12.18654822,0.215786802,NA,162.2916667
162,15,12.19771574,0.215888325,NA,162.3125
162,16,12.20888325,0.215989848,NA,162.3333333
162,17,12.22005076,0.216091371,NA,162.3541667
162,18,12.23121827,0.216192893,NA,162.375
162,19,12.24238579,0.216294416,NA,162.3958333
162,2,12.15,0.215,0.00057345,162.0416667
162,20,12.2535533,0.216395939,NA,162.4166667
162,21,12.26472081,0.216497462,NA,162.4375
162,22,12.27588832,0.216598985,NA,162.4583333
162,23,12.28705584,0.216700508,NA,162.4791667
162,3,12.1,0.215,0.0004597,162.0625
162,4,12.1,0.215,0.0006165,162.0833333
162,5,12.075,0.215,0.0008265,162.1041667
162,6,12.05,0.215,0.00078695,162.125
162,7,12.10837563,0.215076142,NA,162.1458333
162,8,12.11954315,0.215177665,NA,162.1666667
162,9,12.13071066,0.215279188,NA,162.1875
163,0,12.29822335,0.21680203,NA,163
163,1,12.30939086,0.216903553,NA,163.0208333
163,10,12.40989848,0.217817259,NA,163.2083333
163,11,12.42106599,0.217918782,NA,163.2291667
163,12,12.4322335,0.218020305,NA,163.25
163,13,12.44340102,0.218121827,NA,163.2708333
163,14,12.45456853,0.21822335,NA,163.2916667
163,15,12.46573604,0.218324873,NA,163.3125
163,16,12.47690355,0.218426396,NA,163.3333333
163,17,12.48807107,0.218527919,NA,163.3541667
163,18,12.49923858,0.218629442,NA,163.375
163,19,12.51040609,0.218730964,NA,163.3958333
163,2,12.32055838,0.217005076,NA,163.0416667
163,20,12.5215736,0.218832487,NA,163.4166667
163,21,12.53274112,0.21893401,NA,163.4375
163,22,12.54390863,0.219035533,NA,163.4583333
163,23,12.55507614,0.219137056,NA,163.4791667
163,3,12.33172589,0.217106599,NA,163.0625
163,4,12.3428934,0.217208122,NA,163.0833333
163,5,12.35406091,0.217309645,NA,163.1041667
163,6,12.36522843,0.217411168,NA,163.125
163,7,12.37639594,0.21751269,NA,163.1458333
163,8,12.38756345,0.217614213,NA,163.1666667
163,9,12.39873096,0.217715736,NA,163.1875
164,0,12.56624365,0.219238579,NA,164
164,1,12.57741117,0.219340102,NA,164.0208333
164,10,12.67791878,0.220253807,NA,164.2083333
164,11,12.68908629,0.22035533,NA,164.2291667
164,12,12.70025381,0.220456853,NA,164.25
164,13,12.71142132,0.220558376,NA,164.2708333
164,14,12.72258883,0.220659898,NA,164.2916667
164,15,12.73375635,0.220761421,NA,164.3125
164,16,12.74492386,0.220862944,NA,164.3333333
164,17,12.75609137,0.220964467,NA,164.3541667
164,18,12.76725888,0.22106599,NA,164.375
164,19,12.7784264,0.221167513,NA,164.3958333
164,2,12.58857868,0.219441624,NA,164.0416667
164,20,12.78959391,0.221269036,NA,164.4166667
164,21,12.80076142,0.221370558,NA,164.4375
164,22,12.81192893,0.221472081,NA,164.4583333
164,23,12.82309645,0.221573604,NA,164.4791667
164,3,12.59974619,0.219543147,NA,164.0625
164,4,12.61091371,0.21964467,NA,164.0833333
164,5,12.62208122,0.219746193,NA,164.1041667
164,6,12.63324873,0.219847716,NA,164.125
164,7,12.64441624,0.219949239,NA,164.1458333
164,8,12.65558376,0.220050761,NA,164.1666667
164,9,12.66675127,0.220152284,NA,164.1875
165,0,12.83426396,0.221675127,NA,165
165,1,12.84543147,0.22177665,NA,165.0208333
165,10,12.94593909,0.222690355,NA,165.2083333
165,11,12.9571066,0.222791878,NA,165.2291667
165,12,12.96827411,0.222893401,NA,165.25
165,13,12.97944162,0.222994924,NA,165.2708333
165,14,12.99060914,0.223096447,NA,165.2916667
165,15,13.00177665,0.22319797,NA,165.3125
165,16,13.01294416,0.223299492,NA,165.3333333
165,17,13.02411168,0.223401015,NA,165.3541667
165,18,13.03527919,0.223502538,NA,165.375
165,19,13.0464467,0.223604061,NA,165.3958333
165,2,12.85659898,0.221878173,NA,165.0416667
165,20,13.05761421,0.223705584,NA,165.4166667
165,21,13.06878173,0.223807107,NA,165.4375
165,22,13.07994924,0.223908629,NA,165.4583333
165,23,13.09111675,0.224010152,NA,165.4791667
165,3,12.8677665,0.221979695,NA,165.0625
165,4,12.87893401,0.222081218,NA,165.0833333
165,5,12.89010152,0.222182741,NA,165.1041667
165,6,12.90126904,0.222284264,NA,165.125
165,7,12.91243655,0.222385787,NA,165.1458333
165,8,12.92360406,0.22248731,NA,165.1666667
165,9,12.93477157,0.222588832,NA,165.1875
166,0,13.10228426,0.224111675,NA,166
166,1,13.11345178,0.224213198,NA,166.0208333
166,10,13.15,0.225,0.0010357,166.2083333
166,11,13.15,0.225,0.0009346,166.2291667
166,12,13.3,0.225,0.0010105,166.25
166,13,13.3,0.225,0.0014459,166.2708333
166,14,13.4,0.224,0.0009834,166.2916667
166,15,13.15,0.224,0.00093805,166.3125
166,16,13.2,0.225,0.00079435,166.3333333
166,17,13.275,0.2365,NA,166.3541667
166,18,13.375,0.2505,0.0009001,166.375
166,19,13.3,0.2495,0.0007461,166.3958333
166,2,13.12461929,0.224314721,NA,166.0416667
166,20,13.2,0.244,0.00072715,166.4166667
166,21,13.2,0.24,0.00101405,166.4375
166,22,13.1,0.2375,0.00082895,166.4583333
166,23,13.05,0.2355,0.00083435,166.4791667
166,3,13.1357868,0.224416244,NA,166.0625
166,4,13.14695431,0.224517766,NA,166.0833333
166,5,13.15812183,0.224619289,NA,166.1041667
166,6,13.16928934,0.224720812,NA,166.125
166,7,13.18045685,0.224822335,NA,166.1458333
166,8,13.19162437,0.224923858,NA,166.1666667
166,9,13.25,0.225,0.0011476,166.1875
167,0,12.95,0.234,0.00104615,167
167,1,12.925,0.23325,0.0005857,167.0208333
167,10,12.95,0.228,0.00094685,167.2083333
167,11,12.9,0.2275,0.0007993,167.2291667
167,12,12.95,0.227,0.0006901,167.25
167,13,13.1,0.227,0.0007946,167.2708333
167,14,13.2,0.227,0.000814,167.2916667
167,15,12.95,0.226,0.0010986,167.3125
167,16,13.05,0.226,0.0011034,167.3333333
167,17,13.05,0.226,0.00101695,167.3541667
167,18,13.075,0.22525,0.0011026,167.375
167,19,13,0.225,0.00068165,167.3958333
167,2,12.8,0.232,0.0008523,167.0416667
167,20,13.05,0.225,NA,167.4166667
167,21,13.1,0.225,0.000847,167.4375
167,22,13.025,0.22425,0.0009861,167.4583333
167,23,12.85,0.224,0.0007576,167.4791667
167,3,12.8,0.23175,0.0006189,167.0625
167,4,12.75,0.2305,0.00084265,167.0833333
167,5,12.7,0.23,0.00084815,167.1041667
167,6,12.7,0.2295,0.0007068,167.125
167,7,12.7,0.229,0.00130775,167.1458333
167,8,12.65,0.229,0.00084805,167.1666667
167,9,12.65,0.228,0.00063455,167.1875
168,0,12.8,0.224,0.00059195,168
168,1,12.65,0.224,0.0007925,168.0208333
168,10,12.65,0.223,0.0011034,168.2083333
168,11,12.65,0.223,0.0008404,168.2291667
168,12,12.8,0.223,0.00086005,168.25
168,13,12.85,0.2225,0.0008048,168.2708333
168,14,13.2,0.222,0.0009438,168.2916667
168,15,13.05,0.222,0.00103005,168.3125
168,16,13.1,0.222,0.00078365,168.3333333
168,17,13.2,0.222,0.0009284,168.3541667
168,18,13.15,0.222,0.00111265,168.375
168,19,13.15,0.222,0.0007995,168.3958333
168,2,12.55,0.224,0.0008443,168.0416667
168,20,13.2,0.222,0.00078065,168.4166667
168,21,13.15,0.221,0.00086725,168.4375
168,22,13.1,0.221,0.00052185,168.4583333
168,23,13,0.221,0.0007696,168.4791667
168,3,12.6,0.224,0.00076135,168.0625
168,4,12.45,0.224,0.000916,168.0833333
168,5,12.35,0.2235,0.0007504,168.1041667
168,6,12.35,0.223,0.00076925,168.125
168,7,12.65,0.223,0.000797,168.1458333
168,8,12.5,0.223,0.00085015,168.1666667
168,9,12.6,0.223,0.0008122,168.1875
169,0,12.86666667,0.221,0.0010279,169
169,1,12.73333333,0.221,0.0003642,169.0208333
169,10,12.55,0.227,0.000684,169.2083333
169,11,12.5,0.2275,0.0007536,169.2291667
169,12,12.55,0.2325,0.0005251,169.25
169,13,12.65,0.24,0.00075975,169.2708333
169,14,12.75,0.244,0.0008619,169.2916667
169,15,12.8,0.243,0.0006475,169.3125
169,16,12.825,0.244,0.0006298,169.3333333
169,17,12.9,0.2445,0.00075715,169.3541667
169,18,12.93333333,0.248166667,0.000793,169.375
169,19,13.06666667,0.256833333,0.0009894,169.3958333
169,2,12.7,0.221,0.00098,169.0416667
169,20,13.2,0.25825,0.0006327,169.4166667
169,21,13.2,0.2555,0.0010518,169.4375
169,22,13.225,0.25375,0.0014082,169.4583333
169,23,13.25,0.249,0.0011988,169.4791667
169,3,12.7,0.221,0.000698,169.0625
169,4,12.6,0.221,0.000757,169.0833333
169,5,12.6,0.221,0.00073455,169.1041667
169,6,12.55,0.221,0.0005832,169.125
169,7,12.5,0.221,0.0005385,169.1458333
169,8,12.45,0.2215,0.00060635,169.1666667
169,9,12.55,0.2245,0.0005365,169.1875
170,0,13.2,0.2455,0.00109445,170
170,1,13.2,0.2485,0.00095415,170.0208333
170,10,13.6,0.2375,0.0009045,170.2083333
170,11,13.75,0.236,0.0011115,170.2291667
170,12,13.55,0.235,0.00092075,170.25
170,13,13.9,0.234,0.00152615,170.2708333
170,14,13.75,0.233,0.00117075,170.2916667
170,15,13.9,0.2325,0.00152195,170.3125
170,16,14,0.232,0.00136105,170.3333333
170,17,14,0.231,0.0012623,170.3541667
170,18,14,0.2305,0.0014108,170.375
170,19,14.1,0.23,0.00158955,170.3958333
170,2,13.35,0.258,0.0016417,170.0416667
170,20,14.15,0.23,0.0016677,170.4166667
170,21,14.2,0.229,0.0015724,170.4375
170,22,14.1,0.229,0.0017068,170.4583333
170,23,14.1,0.2285,0.00119655,170.4791667
170,3,13.5,0.2605,0.00168915,170.0625
170,4,13.5,0.2545,0.00164565,170.0833333
170,5,13.5,0.249,0.00127215,170.1041667
170,6,13.5,0.2455,0.0017831,170.125
170,7,13.5,0.2435,0.0014587,170.1458333
170,8,13.45,0.2415,0.00174195,170.1666667
170,9,13.55,0.2395,0.0009315,170.1875
171,0,14.1,0.228,0.00148955,171
171,1,14,0.228,0.00136575,171.0208333
171,10,14,0.226,0.00128385,171.2083333
171,11,14.1,0.226,0.00140255,171.2291667
171,12,14.15,0.226,0.0012273,171.25
171,13,14.2,0.225,0.001484,171.2708333
171,14,14.15,0.225,0.0020962,171.2916667
171,15,14.35,0.225,0.0015286,171.3125
171,16,14.3,0.225,0.0016369,171.3333333
171,17,14.4,0.225,0.00183985,171.3541667
171,18,14.4,0.224,0.0017184,171.375
171,19,14.5,0.224,0.0016605,171.3958333
171,2,13.95,0.228,0.0012111,171.0416667
171,20,14.5,0.224,0.0013591,171.4166667
171,21,14.5,0.224,0.0010721,171.4375
171,22,14.45,0.224,0.0010897,171.4583333
171,23,14.5,0.224,0.00097675,171.4791667
171,3,14,0.227,0.0014633,171.0625
171,4,13.85,0.227,0.0014418,171.0833333
171,5,13.85,0.227,0.0011408,171.1041667
171,6,13.9,0.227,0.00101645,171.125
171,7,13.9,0.2265,0.00142825,171.1458333
171,8,13.8,0.226,0.0011068,171.1666667
171,9,13.8,0.226,0.00130285,171.1875
172,0,14.45,0.226,0.00106005,172
172,1,14.4,0.2275,0.0007772,172.0208333
172,10,14.18333333,0.226166667,0.0006194,172.2083333
172,11,14.2,0.226,0.00096585,172.2291667
172,12,14.35,0.226,0.00106195,172.25
172,13,14.2,0.226,0.0007521,172.2708333
172,14,14.325,0.22675,0.0006611,172.2916667
172,15,14.4,0.2285,0.0011914,172.3125
172,16,14.4,0.229,0.00109445,172.3333333
172,17,14.4,0.229,0.00102475,172.3541667
172,18,14.475,0.229,0.0007459,172.375
172,19,14.5,0.228,0.0008793,172.3958333
172,2,14.4,0.228,0.0011432,172.0416667
172,20,14.45,0.228,0.00125325,172.4166667
172,21,14.475,0.22775,0.0011104,172.4375
172,22,14.4,0.227,0.0012486,172.4583333
172,23,14.4,0.227,0.00095455,172.4791667
172,3,14.35,0.228,0.0010791,172.0625
172,4,14.3,0.228,0.00125875,172.0833333
172,5,14.225,0.22725,0.0008161,172.1041667
172,6,14.2,0.227,0.0009437,172.125
172,7,14.2,0.227,0.00073415,172.1458333
172,8,14.175,0.227,0.0010869,172.1666667
172,9,14.11666667,0.226833333,0.0009495,172.1875
173,0,14.35,0.227,0.0008389,173
173,1,14.3,0.2265,0.00067165,173.0208333
173,10,14.01666667,0.226166667,0.0010322,173.2083333
173,11,14.15,0.226,0.0012685,173.2291667
173,12,14.1,0.226,0.0012547,173.25
173,13,14.1,0.226,0.0015437,173.2708333
173,14,14.13,0.2299,NA,173.2916667
173,15,14.17,0.2351,NA,173.3125
173,16,14.2,0.23925,0.0005836,173.3333333
173,17,14.2,0.24,0.00075525,173.3541667
173,18,14.2,0.239,0.00109105,173.375
173,19,14.2,0.242,0.0012859,173.3958333
173,2,14.3,0.226,0.0008844,173.0416667
173,20,14.15,0.246,0.00053055,173.4166667
173,21,14.1,0.246,0.0009301,173.4375
173,22,14.1,0.247,0.00081755,173.4583333
173,23,14.1,0.2445,0.0007499,173.4791667
173,3,14.275,0.226,0.0005828,173.0625
173,4,14.2,0.226,0.00087515,173.0833333
173,5,14.2,0.2265,NA,173.1041667
173,6,14.2,0.227,0.0005302,173.125
173,7,14.175,0.227,0.0004884,173.1458333
173,8,14.1,0.227,0.00077395,173.1666667
173,9,14.08333333,0.226833333,0.0009367,173.1875
174,0,14.1,0.2425,0.00068805,174
174,1,14.1,0.241,0.00075445,174.0208333
174,10,14.15,0.232,0.00106345,174.2083333
174,11,14.05,0.2315,0.0013756,174.2291667
174,12,14.05,0.231,0.0012486,174.25
174,13,14.1,0.231,0.0012829,174.2708333
174,14,14.2,0.23,0.0012787,174.2916667
174,15,14.1,0.23,0.00129155,174.3125
174,16,14.15,0.2295,0.00115395,174.3333333
174,17,14.2,0.229,0.00103055,174.3541667
174,18,14.2,0.229,0.0009912,174.375
174,19,14.3,0.2285,0.00102555,174.3958333
174,2,14.05,0.239,0.0007341,174.0416667
174,20,14.2,0.228,0.00096385,174.4166667
174,21,14.2,0.228,0.0010228,174.4375
174,22,14.2,0.228,0.0011944,174.4583333
174,23,14.2,0.228,0.00111065,174.4791667
174,3,14,0.2375,0.0006941,174.0625
174,4,14,0.2365,0.00066345,174.0833333
174,5,14,0.2355,0.0005835,174.1041667
174,6,14,0.2345,0.00064715,174.125
174,7,14,0.234,0.0006076,174.1458333
174,8,13.95,0.233,0.0008833,174.1666667
174,9,14,0.2325,0.00117035,174.1875
175,0,14.2,0.227,0.0013726,175
175,1,14.15,0.227,0.00087795,175.0208333
175,10,14.1625,0.234625,NA,175.2083333
175,11,14.2125,0.23575,0.0008093,175.2291667
175,12,14.2625,0.23875,NA,175.25
175,13,14.3,0.2405,0.00098855,175.2708333
175,14,14.4,0.2395,0.0011504,175.2916667
175,15,14.45,0.239,0.00092675,175.3125
175,16,14.45,0.238,0.0009277,175.3333333
175,17,14.5,0.237,0.0009624,175.3541667
175,18,14.5,0.2365,0.00125225,175.375
175,19,14.5,0.236,0.0015698,175.3958333
175,2,14.15,0.227,0.00092645,175.0416667
175,20,14.55,0.236,0.0012237,175.4166667
175,21,14.55,0.235,0.00104455,175.4375
175,22,14.5,0.235,0.00125005,175.4583333
175,23,14.5,0.235,0.0011689,175.4791667
175,3,14.2,0.227,0.0012902,175.0625
175,4,14.125,0.227,0.0011937,175.0833333
175,5,14.125,0.227,0.0015907,175.1041667
175,6,14.2,0.227,0.0012353,175.125
175,7,14.15,0.2275,0.00112765,175.1458333
175,8,14.2,0.2315,0.00118765,175.1666667
175,9,14.1125,0.234125,0.0005648,175.1875
176,0,14.5,0.234,0.00115815,176
176,1,14.5,0.234,0.0012963,176.0208333
176,10,14.8,0.232,0.0012825,176.2083333
176,11,14.65,0.232,0.00144875,176.2291667
176,12,14.7,0.232,0.00164335,176.25
176,13,14.95,0.232,0.0023915,176.2708333
176,14,14.85,0.2315,0.00172815,176.2916667
176,15,15.05,0.231,0.00143595,176.3125
176,16,14.9,0.231,0.00147875,176.3333333
176,17,15.05,0.231,0.00163005,176.3541667
176,18,15.1,0.231,0.00162835,176.375
176,19,15.15,0.231,0.00189705,176.3958333
176,2,14.5,0.234,0.0011864,176.0416667
176,20,15.2,0.231,0.0013733,176.4166667
176,21,15.3,0.23,0.0017473,176.4375
176,22,15.25,0.23,0.0012564,176.4583333
176,23,15.2,0.23,0.00157325,176.4791667
176,3,14.4,0.2335,0.00097845,176.0625
176,4,14.4,0.233,0.0012284,176.0833333
176,5,14.425,0.233,0.0012978,176.1041667
176,6,14.5,0.233,0.00153835,176.125
176,7,14.5,0.233,0.0013297,176.1458333
176,8,14.5,0.2325,0.00180055,176.1666667
176,9,14.6,0.232,0.00132775,176.1875
177,0,15.2,0.23,0.0009934,177
177,1,15.2,0.23,0.0014416,177.0208333
177,10,15.1875,0.231166667,NA,177.2083333
177,11,15.20416667,0.231388889,NA,177.2291667
177,12,15.22083333,0.231611111,NA,177.25
177,13,15.2375,0.231833333,NA,177.2708333
177,14,15.25416667,0.232055556,NA,177.2916667
177,15,15.27083333,0.232277778,NA,177.3125
177,16,15.2875,0.2325,NA,177.3333333
177,17,15.30416667,0.232722222,NA,177.3541667
177,18,15.32083333,0.232944444,NA,177.375
177,19,15.3375,0.233166667,NA,177.3958333
177,2,15.2,0.23,0.0014866,177.0416667
177,20,15.35416667,0.233388889,NA,177.4166667
177,21,15.37083333,0.233611111,NA,177.4375
177,22,15.3875,0.233833333,NA,177.4583333
177,23,15.38333333,0.233833333,0.0006594,177.4791667
177,3,15.15,0.23,0.0012766,177.0625
177,4,15.1,0.23,0.00116855,177.0833333
177,5,15.10416667,0.230055556,0.0013052,177.1041667
177,6,15.12083333,0.230277778,NA,177.125
177,7,15.1375,0.2305,NA,177.1458333
177,8,15.15416667,0.230722222,NA,177.1666667
177,9,15.17083333,0.230944444,NA,177.1875
178,0,15.31666667,0.233166667,0.0008792,178
178,1,15.29423077,0.232884615,NA,178.0208333
178,10,15.225,0.2315,NA,178.2083333
178,11,15.21730769,0.231346154,NA,178.2291667
178,12,15.20961538,0.231192308,NA,178.25
178,13,15.20192308,0.231038462,0.0009456,178.2708333
178,14,15.21666667,0.230916667,NA,178.2916667
178,15,15.23888889,0.230805556,NA,178.3125
178,16,15.26111111,0.230694444,NA,178.3333333
178,17,15.28333333,0.230583333,NA,178.3541667
178,18,15.30555556,0.230472222,NA,178.375
178,19,15.32777778,0.230361111,NA,178.3958333
178,2,15.28653846,0.232730769,NA,178.0416667
178,20,15.35,0.23025,NA,178.4166667
178,21,15.37222222,0.230138889,NA,178.4375
178,22,15.39444444,0.230027778,0.000604,178.4583333
178,23,15.375,0.2299375,NA,178.4791667
178,3,15.27884615,0.232576923,NA,178.0625
178,4,15.27115385,0.232423077,NA,178.0833333
178,5,15.26346154,0.232269231,NA,178.1041667
178,6,15.25576923,0.232115385,NA,178.125
178,7,15.24807692,0.231961538,NA,178.1458333
178,8,15.24038462,0.231807692,NA,178.1666667
178,9,15.23269231,0.231653846,NA,178.1875
179,0,15.34166667,0.229854167,NA,179
179,1,15.30833333,0.229770833,NA,179.0208333
179,10,15.00833333,0.229020833,0.0007249,179.2083333
179,11,15.1125,0.229,NA,179.2291667
179,12,15.2625,0.229,0.0005535,179.25
179,13,15.15,0.229,0.0010681,179.2708333
179,14,15.1,0.229,NA,179.2916667
179,15,15.1,0.229,NA,179.3125
179,16,15.15,0.229,0.00105995,179.3333333
179,17,15.20833333,0.229,0.00056,179.3541667
179,18,15.24166667,0.229,NA,179.375
179,19,15.275,0.229,NA,179.3958333
179,2,15.275,0.2296875,NA,179.0416667
179,20,15.3,0.229,0.00258035,179.4166667
179,21,15.29615385,0.229192308,0.0020937,179.4375
179,22,15.28076923,0.229961538,NA,179.4583333
179,23,15.26538462,0.230730769,NA,179.4791667
179,3,15.24166667,0.229604167,NA,179.0625
179,4,15.20833333,0.229520833,NA,179.0833333
179,5,15.175,0.2294375,NA,179.1041667
179,6,15.14166667,0.229354167,NA,179.125
179,7,15.10833333,0.229270833,NA,179.1458333
179,8,15.075,0.2291875,NA,179.1666667
179,9,15.04166667,0.229104167,NA,179.1875
180,0,15.25,0.2315,NA,180
180,1,15.23461538,0.232269231,NA,180.0208333
180,10,15.10038462,0.244973077,0.0005803,180.2083333
180,11,15.10192308,0.244865385,NA,180.2291667
180,12,15.10346154,0.244757692,NA,180.25
180,13,15.105,0.24465,NA,180.2708333
180,14,15.10653846,0.244542308,NA,180.2916667
180,15,15.10807692,0.244434615,NA,180.3125
180,16,15.10961538,0.244326923,NA,180.3333333
180,17,15.11115385,0.244219231,NA,180.3541667
180,18,15.11269231,0.244111538,NA,180.375
180,19,15.11423077,0.244003846,NA,180.3958333
180,2,15.21923077,0.233038462,NA,180.0416667
180,20,15.11576923,0.243896154,NA,180.4166667
180,21,15.11730769,0.243788462,NA,180.4375
180,22,15.11884615,0.243680769,NA,180.4583333
180,23,15.12038462,0.243573077,NA,180.4791667
180,3,15.20384615,0.233807692,0.0011616,180.0625
180,4,15.1625,0.23625,NA,180.0833333
180,5,15.1125,0.23925,0.0009581,180.1041667
180,6,15.1,0.2455,0.00125965,180.125
180,7,15.1,0.249583333,0.0011836,180.1458333
180,8,15.1,0.247916667,NA,180.1666667
180,9,15.1,0.24625,NA,180.1875
181,0,15.12192308,0.243465385,NA,181
181,1,15.12346154,0.243357692,NA,181.0208333
181,10,15.13730769,0.242388462,NA,181.2083333
181,11,15.13884615,0.242280769,NA,181.2291667
181,12,15.14038462,0.242173077,NA,181.25
181,13,15.14192308,0.242065385,NA,181.2708333
181,14,15.14346154,0.241957692,NA,181.2916667
181,15,15.145,0.24185,NA,181.3125
181,16,15.14653846,0.241742308,NA,181.3333333
181,17,15.14807692,0.241634615,NA,181.3541667
181,18,15.14961538,0.241526923,NA,181.375
181,19,15.15115385,0.241419231,NA,181.3958333
181,2,15.125,0.24325,NA,181.0416667
181,20,15.15269231,0.241311538,NA,181.4166667
181,21,15.15423077,0.241203846,NA,181.4375
181,22,15.15576923,0.241096154,NA,181.4583333
181,23,15.15730769,0.240988462,NA,181.4791667
181,3,15.12653846,0.243142308,NA,181.0625
181,4,15.12807692,0.243034615,NA,181.0833333
181,5,15.12961538,0.242926923,NA,181.1041667
181,6,15.13115385,0.242819231,NA,181.125
181,7,15.13269231,0.242711538,NA,181.1458333
181,8,15.13423077,0.242603846,NA,181.1666667
181,9,15.13576923,0.242496154,NA,181.1875
182,0,15.15884615,0.240880769,NA,182
182,1,15.16038462,0.240773077,NA,182.0208333
182,10,15.17423077,0.239803846,NA,182.2083333
182,11,15.17576923,0.239696154,NA,182.2291667
182,12,15.17730769,0.239588462,NA,182.25
182,13,15.17884615,0.239480769,NA,182.2708333
182,14,15.18038462,0.239373077,NA,182.2916667
182,15,15.18192308,0.239265385,NA,182.3125
182,16,15.18346154,0.239157692,NA,182.3333333
182,17,15.185,0.23905,NA,182.3541667
182,18,15.18653846,0.238942308,NA,182.375
182,19,15.18807692,0.238834615,NA,182.3958333
182,2,15.16192308,0.240665385,NA,182.0416667
182,20,15.18961538,0.238726923,NA,182.4166667
182,21,15.19115385,0.238619231,NA,182.4375
182,22,15.19269231,0.238511538,NA,182.4583333
182,23,15.19423077,0.238403846,NA,182.4791667
182,3,15.16346154,0.240557692,NA,182.0625
182,4,15.165,0.24045,NA,182.0833333
182,5,15.16653846,0.240342308,NA,182.1041667
182,6,15.16807692,0.240234615,NA,182.125
182,7,15.16961538,0.240126923,NA,182.1458333
182,8,15.17115385,0.240019231,NA,182.1666667
182,9,15.17269231,0.239911538,NA,182.1875
183,0,15.19576923,0.238296154,NA,183
183,1,15.19730769,0.238188462,NA,183.0208333
183,10,15.17507163,0.238,NA,183.2083333
183,11,15.17163324,0.238,NA,183.2291667
183,12,15.16819484,0.238,NA,183.25
183,13,15.16475645,0.238,NA,183.2708333
183,14,15.16131805,0.238,NA,183.2916667
183,15,15.15787966,0.238,NA,183.3125
183,16,15.15444126,0.238,NA,183.3333333
183,17,15.15100287,0.238,NA,183.3541667
183,18,15.14756447,0.238,NA,183.375
183,19,15.14412607,0.238,NA,183.3958333
183,2,15.19884615,0.238080769,NA,183.0416667
183,20,15.14068768,0.238,NA,183.4166667
183,21,15.13724928,0.238,NA,183.4375
183,22,15.13381089,0.238,NA,183.4583333
183,23,15.13037249,0.238,NA,183.4791667
183,3,15.1991404,0.238,0.001401,183.0625
183,4,15.19570201,0.238,NA,183.0833333
183,5,15.19226361,0.238,NA,183.1041667
183,6,15.18882521,0.238,NA,183.125
183,7,15.18538682,0.238,NA,183.1458333
183,8,15.18194842,0.238,NA,183.1666667
183,9,15.17851003,0.238,NA,183.1875
184,0,15.1269341,0.238,NA,184
184,1,15.1234957,0.238,NA,184.0208333
184,10,15.09255014,0.238,NA,184.2083333
184,11,15.08911175,0.238,NA,184.2291667
184,12,15.08567335,0.238,NA,184.25
184,13,15.08223496,0.238,NA,184.2708333
184,14,15.07879656,0.238,NA,184.2916667
184,15,15.07535817,0.238,NA,184.3125
184,16,15.07191977,0.238,NA,184.3333333
184,17,15.06848138,0.238,NA,184.3541667
184,18,15.06504298,0.238,NA,184.375
184,19,15.06160458,0.238,NA,184.3958333
184,2,15.12005731,0.238,NA,184.0416667
184,20,15.05816619,0.238,NA,184.4166667
184,21,15.05472779,0.238,NA,184.4375
184,22,15.0512894,0.238,NA,184.4583333
184,23,15.047851,0.238,NA,184.4791667
184,3,15.11661891,0.238,NA,184.0625
184,4,15.11318052,0.238,NA,184.0833333
184,5,15.10974212,0.238,NA,184.1041667
184,6,15.10630372,0.238,NA,184.125
184,7,15.10286533,0.238,NA,184.1458333
184,8,15.09942693,0.238,NA,184.1666667
184,9,15.09598854,0.238,NA,184.1875
185,0,15.04441261,0.238,NA,185
185,1,15.04097421,0.238,NA,185.0208333
185,10,15.01002865,0.238,NA,185.2083333
185,11,15.00659026,0.238,NA,185.2291667
185,12,15.00315186,0.238,NA,185.25
185,13,14.99971347,0.238,NA,185.2708333
185,14,14.99627507,0.238,NA,185.2916667
185,15,14.99283668,0.238,NA,185.3125
185,16,14.98939828,0.238,NA,185.3333333
185,17,14.98595989,0.238,NA,185.3541667
185,18,14.98252149,0.238,NA,185.375
185,19,14.97908309,0.238,NA,185.3958333
185,2,15.03753582,0.238,NA,185.0416667
185,20,14.9756447,0.238,NA,185.4166667
185,21,14.9722063,0.238,NA,185.4375
185,22,14.96876791,0.238,NA,185.4583333
185,23,14.96532951,0.238,NA,185.4791667
185,3,15.03409742,0.238,NA,185.0625
185,4,15.03065903,0.238,NA,185.0833333
185,5,15.02722063,0.238,NA,185.1041667
185,6,15.02378223,0.238,NA,185.125
185,7,15.02034384,0.238,NA,185.1458333
185,8,15.01690544,0.238,NA,185.1666667
185,9,15.01346705,0.238,NA,185.1875
